Fold,assay_id,AUC,Test_Set_Length,Num_Actives,Num_Inactives
0,1_1,0.47619047619047616,22,1,21
0,100_277,0.4375,9,1,8
0,100_278,0.35714285714285715,9,2,7
0,104_291,0.5897435897435898,16,3,13
0,105_369,0.4666666666666667,16,1,15
0,105_361,0.4666666666666667,16,1,15
0,105_378,0.41818181818181815,16,5,11
0,105_352,0.5999999999999999,16,6,10
0,104_289,0.5897435897435898,16,3,13
0,105_375,0.4285714285714286,16,2,14
0,104_300,0.2857142857142857,10,3,7
0,104_326,0.5238095238095237,10,3,7
0,104_323,0.4444444444444444,10,1,9
0,105_339,0.41818181818181815,16,5,11
0,105_341,0.6666666666666666,16,4,12
0,105_360,0.41818181818181815,16,5,11
0,105_362,0.4666666666666666,16,6,10
0,105_374,0.4666666666666666,16,6,10
0,105_382,0.4920634920634921,16,7,9
0,105_385,0.4375,9,1,8
0,105_391,1.0,9,1,8
0,106_392,0.46875,17,1,16
0,108_394,0.35714285714285715,9,2,7
0,109_395,0.6785714285714286,9,2,7
0,11_21,0.6785714285714286,9,2,7
0,11_22,0.35714285714285715,9,2,7
0,110_397,0.4444444444444444,40,4,36
0,110_398,0.5098039215686274,40,6,34
0,110_399,0.45945945945945943,40,3,37
0,110_400,0.4736842105263158,40,2,38
0,110_401,0.4285714285714286,40,5,35
0,111_402,0.46296296296296297,29,2,27
0,112_406,0.4375,9,1,8
0,113_407,0.325,9,4,5
0,114_408,0.4375,9,1,8
0,116_411,0.42,29,4,25
0,116_412,0.4642857142857143,30,2,28
0,116_415,0.44999999999999996,11,5,6
0,116_416,0.4,12,2,10
0,116_421,0.4285714285714286,16,2,14
0,116_424,0.611111111111111,21,3,18
0,116_425,0.46875,17,1,16
0,116_426,0.4642857142857143,30,2,28
0,116_427,0.4746376811594203,29,6,23
0,117_429,0.48660714285714285,23,7,16
0,117_430,0.425,23,3,20
0,118_432,0.4285714285714286,16,2,14
0,118_434,0.7083333333333334,7,3,4
0,12_23,0.5499999999999999,18,8,10
0,13_24,0.5499999999999999,18,8,10
0,14_25,0.3076923076923077,18,5,13
0,143_495,0.39285714285714285,17,3,14
0,145_497,0.3888888888888889,11,2,9
0,15_26,0.47058823529411764,18,1,17
0,153_510,0.45,11,1,10
0,154_511,0.4444444444444444,10,1,9
0,16_27,0.5846153846153845,18,5,13
0,167_539,0.45,11,1,10
0,167_538,0.45,11,1,10
0,168_541,0.4444444444444444,20,2,18
0,168_542,0.4642857142857143,15,1,14
0,168_543,0.4230769230769231,15,2,13
0,169_544,0.45,22,2,20
0,169_545,0.47619047619047616,22,1,21
0,169_548,0.45,22,2,20
0,169_549,0.42708333333333337,22,6,16
0,170_550,0.43333333333333335,17,2,15
0,170_551,0.46875,17,1,16
0,174_555,0.475,21,1,20
0,175_559,0.4375,9,1,8
0,175_561,0.4375,9,1,8
0,177_585,0.49683544303797467,318,2,316
0,178_684,0.501733375354554,186,19,167
0,179_659,0.4949664429530201,301,3,298
0,18_29,0.35714285714285715,18,4,14
0,180_686,0.4982847341337907,117,11,106
0,181_599,0.4583333333333333,13,1,12
0,181_600,0.4583333333333333,13,1,12
0,183_604,0.5173913043478262,148,10,138
0,184_606,0.5283145464304885,185,23,162
0,185_665,0.5545746388443018,185,7,178
0,185_666,0.542725988700565,185,8,177
0,186_668,0.48404255319148937,194,6,188
0,186_669,0.48947368421052634,194,4,190
0,19_30,0.5,16,4,12
0,190_628,0.4806949806949807,269,10,259
0,190_629,0.48863636363636365,270,6,264
0,190_674,0.48823529411764705,261,6,255
0,191_630,0.4887640449438202,546,12,534
0,191_631,0.4906716417910448,546,10,536
0,191_675,0.4975247524752475,203,1,202
0,192_635,0.6,18,3,15
0,193_723,0.5757575757575758,175,10,165
0,194_639,0.48467966573816157,370,11,359
0,194_678,0.49473684210526314,288,3,285
0,195_642,0.5013098356751607,349,26,323
0,196_644,0.4992248062015504,646,1,645
0,197_645,0.5335477941176471,145,17,128
0,197_646,0.5853758169934641,145,9,136
0,197_647,0.5416666666666667,22,4,18
0,197_648,0.47619047619047616,22,1,21
0,197_649,0.5086786114221725,351,47,304
0,197_650,0.49629909365558916,351,20,331
0,197_651,0.49130434782608695,351,6,345
0,198_682,0.5360628723539105,366,23,343
0,199_657,0.4777158774373259,375,16,359
0,201_660,0.4925373134328358,68,1,67
0,202_661,0.49264705882352944,483,7,476
0,203_662,0.49592391304347827,371,3,368
0,204_663,0.49864864864864866,371,1,370
0,205_664,0.4689655172413793,495,60,435
0,206_670,0.48988439306358383,353,7,346
0,206_671,0.48240469208211145,353,12,341
0,207_672,0.4797619047619048,437,17,420
0,208_673,0.4904109589041096,372,7,365
0,209_676,0.49898785425101216,495,1,494
0,210_677,0.4916083916083916,727,12,715
0,212_680,0.49733333333333335,377,2,375
0,213_681,0.500795334040297,269,23,246
0,214_683,0.49441340782122906,362,4,358
0,215_685,0.49149659863945583,416,24,392
0,216_687,0.49333333333333335,380,5,375
0,217_688,0.5395064362420879,370,43,327
0,217_689,0.47377622377622375,301,15,286
0,219_691,0.4946091644204852,375,4,371
0,220_692,0.4964512574539797,2260,56,2204
0,221_693,0.5071142093200917,3069,77,2992
0,223_695,0.4973821989528796,384,2,382
0,224_696,0.48183760683760685,485,17,468
0,225_697,0.49573863636363635,355,3,352
0,227_699,0.49356223175965663,472,6,466
0,228_700,0.5433624031007752,145,16,129
0,229_701,0.5555880320986343,669,62,607
0,23_34,0.4583333333333333,13,1,12
0,230_702,0.5373595505617978,366,10,356
0,231_703,0.49610323312535454,1813,50,1763
0,232_704,0.46851253799392095,361,32,329
0,232_705,0.5061559507523941,361,17,344
0,233_706,0.4923531456378172,2921,44,2877
0,234_707,0.4993985537952622,3084,98,2986
0,235_708,0.518451491069321,2040,71,1969
0,236_709,0.5234375,488,40,448
0,237_710,0.4905857740585774,487,9,478
0,237_711,0.49732620320855614,188,1,187
0,238_712,0.49960082970397246,2753,106,2647
0,239_713,0.4923596304193319,2857,43,2814
0,240_714,0.5038090568976787,2771,108,2663
0,241_715,0.5047369297369297,2902,130,2772
0,242_716,0.5225730977466135,2910,49,2861
0,243_717,0.49601938386985117,2912,23,2889
0,244_718,0.4967213114754098,2763,18,2745
0,245_719,0.5026406429391503,361,26,335
0,246_720,0.49629355077835435,2718,20,2698
0,247_721,0.49535423925667826,2607,24,2583
0,248_722,0.49906695156695163,2654,54,2600
0,249_724,0.4895390600967892,2740,87,2653
0,250_726,0.4967159277504105,613,4,609
0,251_727,0.4979385307346327,2679,11,2668
0,253_729,0.5106113398796325,309,22,287
0,254_730,0.49056603773584906,378,7,371
0,257_735,0.5002616431187861,382,39,343
0,258_736,0.4959677419354839,375,3,372
0,259_737,0.4982841455044612,1462,5,1457
0,260_738,0.4949003450833683,2557,101,2456
0,261_739,0.5118373289720372,999,53,946
0,262_740,0.4897959183673469,450,9,441
0,263_741,0.544047619047619,383,35,348
0,264_742,0.49897048730267674,2920,6,2914
0,265_743,0.49806675224646985,2539,164,2375
0,266_744,0.4893687707641196,1537,32,1505
0,267_745,0.5099365079365079,1795,45,1750
0,268_746,0.4948046717680225,2548,65,2483
0,269_747,0.5150951002425119,3025,108,2917
0,27_38,0.5227272727272727,21,10,11
0,27_39,0.611111111111111,21,3,18
0,27_40,0.4666666666666667,16,1,15
0,270_748,0.49618055555555557,2902,22,2880
0,271_749,0.4812689969604863,369,40,329
0,272_750,0.48758278145695366,619,15,604
0,273_751,0.4862385321100917,336,9,327
0,274_752,0.4968480424684804,3033,19,3014
0,275_753,0.5215201465201464,285,12,273
0,275_754,0.49629878869448185,2994,22,2972
0,276_755,0.5144396615266681,2635,26,2609
0,277_756,0.4991178546224418,2839,5,2834
0,278_757,0.5149217290048738,2649,83,2566
0,279_758,0.4977856510186005,2268,10,2258
0,280_759,0.5381789497408158,2644,34,2610
0,281_760,0.49257425742574257,410,6,404
0,283_762,0.5097117794486216,313,28,285
0,29_43,0.46153846153846156,14,1,13
0,3_3,0.45,11,1,10
0,37_69,1.0,9,1,8
0,37_70,0.4375,9,1,8
0,37_74,0.6785714285714286,9,2,7
0,37_77,0.4375,9,1,8
0,40_95,0.4375,9,1,8
0,40_96,0.4375,9,1,8
0,46_120,0.5,9,3,6
0,5_5,0.4166666666666667,21,3,18
0,53_178,0.4375,9,1,8
0,7_10,0.4444444444444444,10,1,9
0,7_11,0.375,10,2,8
0,71_212,0.6785714285714286,9,2,7
0,71_213,0.75,9,3,6
0,76_230,0.46153846153846156,14,1,13
0,8_12,0.5238095238095237,10,3,7
0,8_13,0.5238095238095237,10,3,7
0,80_239,0.35,13,3,10
0,82_242,0.39473684210526316,23,4,19
0,82_243,1.0,8,1,7
0,85_247,0.625,12,4,8
0,86_249,1.0,9,1,8
0,88_254,0.4285714285714286,16,2,14
0,9_17,0.4285714285714286,8,1,7
0,91_257,0.2857142857142857,10,3,7
0,92_258,0.5238095238095237,10,3,7
0,93_259,0.5797101449275363,29,6,23
1,1_1,0.45,11,1,10
1,10_19,0.4285714285714286,8,1,7
1,100_277,1.0,6,1,5
1,100_278,0.6666666666666667,6,3,3
1,104_291,0.6500000000000001,7,2,5
1,105_355,0.4166666666666667,7,1,6
1,105_369,1.0,7,1,6
1,105_378,0.3,7,2,5
1,105_352,0.4166666666666667,7,1,6
1,104_289,0.4166666666666667,7,1,6
1,105_375,0.4166666666666667,7,1,6
1,104_299,0.25,3,1,2
1,104_300,1.0,4,1,3
1,104_326,1.0,4,1,3
1,104_323,0.25,3,2,1
1,105_339,0.4166666666666667,7,1,6
1,105_341,0.7083333333333334,7,3,4
1,105_360,0.4166666666666667,7,1,6
1,105_362,1.0,7,1,6
1,105_374,0.6500000000000001,7,2,5
1,105_382,1.0,7,2,5
1,106_392,1.0,6,1,5
1,108_394,0.375,5,1,4
1,109_395,0.375,5,1,4
1,11_21,0.25,3,1,2
1,110_397,0.4666666666666667,32,2,30
1,110_398,0.5285714285714286,33,5,28
1,110_399,0.4852941176470588,35,1,34
1,110_401,0.4838709677419355,32,1,31
1,111_402,0.3666666666666667,19,4,15
1,113_407,0.25,3,1,2
1,116_411,0.7249999999999999,22,2,20
1,116_412,0.5416666666666667,22,4,18
1,116_416,1.0,4,1,3
1,116_420,0.4375,9,1,8
1,116_425,0.4375,9,1,8
1,116_426,0.42105263157894735,22,3,19
1,116_427,0.45,22,2,20
1,117_429,0.6666666666666666,8,2,6
1,118_432,0.6078431372549019,20,3,17
1,118_434,0.25,3,2,1
1,12_23,0.6500000000000001,7,2,5
1,13_24,0.7083333333333334,7,3,4
1,134_476,0.0,2,1,1
1,14_25,0.4166666666666667,7,1,6
1,143_495,0.6785714285714286,9,2,7
1,168_541,0.4583333333333333,13,1,12
1,168_542,0.4166666666666667,7,1,6
1,168_543,0.4166666666666667,7,1,6
1,169_544,0.6666666666666666,8,2,6
1,169_545,0.4285714285714286,8,1,7
1,169_548,0.4285714285714286,8,1,7
1,169_549,0.4285714285714286,8,1,7
1,17_28,1.0,7,1,6
1,170_550,0.375,5,1,4
1,177_585,0.4920212765957447,382,6,376
1,178_684,0.4589041095890411,158,12,146
1,179_659,0.49866310160427807,375,1,374
1,18_29,0.4166666666666667,7,1,6
1,180_686,0.5170940170940171,113,9,104
1,181_599,0.4,6,1,5
1,183_604,0.48770491803278687,125,3,122
1,184_606,0.5809018567639258,158,13,145
1,185_665,0.48598130841121495,220,6,214
1,185_666,0.5365982095839916,220,9,211
1,185_667,0.497716894977169,220,1,219
1,186_668,0.4798206278026906,232,9,223
1,186_669,0.49783549783549785,232,1,231
1,187_619,0.47619047619047616,22,1,21
1,190_628,0.49174917491749176,308,5,303
1,190_629,0.49506578947368424,307,3,304
1,190_674,0.4865771812080537,306,8,298
1,191_630,0.5274926170721418,560,13,547
1,191_631,0.48717948717948717,560,14,546
1,191_675,0.49166666666666664,244,4,240
1,193_723,0.5375302663438256,191,14,177
1,194_639,0.4855072463768116,355,10,345
1,194_678,0.4957983193277311,360,3,357
1,195_642,0.5471874999999999,345,25,320
1,196_644,0.4968701095461659,643,4,639
1,197_645,0.518796992481203,152,19,133
1,197_646,0.48299319727891155,152,5,147
1,197_647,0.4,12,2,10
1,197_649,0.5020931449502878,346,52,294
1,197_650,0.4660493827160494,346,22,324
1,197_651,0.4956268221574344,346,3,343
1,198_682,0.507183908045977,343,24,319
1,199_657,0.5308346624136098,353,11,342
1,202_661,0.4891067538126362,469,10,459
1,203_662,0.49426934097421205,353,4,349
1,205_664,0.504202174551866,456,41,415
1,206_670,0.48520710059171596,348,10,338
1,206_671,0.48520710059171596,348,10,338
1,207_672,0.47853535353535354,413,17,396
1,208_673,0.48863636363636365,360,8,352
1,209_676,0.49603174603174605,508,4,504
1,210_677,0.5054909768158756,700,23,677
1,212_680,0.49859943977591037,358,1,357
1,213_681,0.5382182393252504,292,21,271
1,214_683,0.48830409356725146,350,8,342
1,215_685,0.4918478260869565,391,23,368
1,216_687,0.49022346368715086,365,7,358
1,217_688,0.478395061728395,351,27,324
1,217_689,0.5317182817182816,375,11,364
1,219_691,0.5761494252873564,354,6,348
1,220_692,0.48725534820209376,2253,56,2197
1,221_693,0.5038683157120035,3071,113,2958
1,223_695,0.4888268156424581,366,8,358
1,224_696,0.5580596399615226,402,19,383
1,225_697,0.4956395348837209,347,3,344
1,227_699,0.4987244897959184,393,1,392
1,228_700,0.5445736434108527,141,12,129
1,229_701,0.5479589759250777,725,59,666
1,23_34,1.0,5,1,4
1,230_702,0.4898255813953488,351,7,344
1,231_703,0.4977314516321608,1829,47,1782
1,232_704,0.5380222104706505,336,31,305
1,232_705,0.515527950310559,336,14,322
1,233_706,0.49462179042331716,2913,31,2882
1,234_707,0.5095334617073748,3089,99,2990
1,235_708,0.5235474006116208,2052,90,1962
1,236_709,0.4789501039501039,401,37,364
1,237_710,0.48982188295165396,401,8,393
1,237_711,0.49242424242424243,134,2,132
1,238_712,0.49711887459056625,2659,97,2562
1,239_713,0.49498567335243554,2820,28,2792
1,24_35,0.5833333333333333,5,3,2
1,240_714,0.4866986148856572,2651,114,2537
1,241_715,0.5130213041542426,2842,137,2705
1,242_716,0.5063279857397505,2865,60,2805
1,243_717,0.4934675141242938,2869,37,2832
1,244_718,0.4990569596378725,2656,5,2651
1,245_719,0.5433911882510013,342,21,321
1,246_720,0.49713631156930127,2634,15,2619
1,247_721,0.49200958849380744,2543,40,2503
1,248_722,0.4904119887730553,2574,80,2494
1,249_724,0.49344093139883644,2634,107,2527
1,25_36,1.0,5,1,4
1,250_725,0.4973045822102426,746,4,742
1,250_726,0.49594594594594593,746,6,740
1,251_727,0.49793466015771687,2674,11,2663
1,253_729,0.5373949579831933,367,17,350
1,254_730,0.49444444444444446,364,4,360
1,257_735,0.4754700854700855,361,36,325
1,258_736,0.4957627118644068,357,3,354
1,259_737,0.4982841455044612,1462,5,1457
1,260_738,0.5112319385912101,2504,88,2416
1,261_739,0.4794504853559972,943,54,889
1,262_740,0.5313302516692346,365,11,354
1,263_741,0.49746376811594206,365,20,345
1,264_742,0.5824595129907958,2867,6,2861
1,265_743,0.5081596937380366,2588,150,2438
1,266_744,0.4878808864265928,1479,35,1444
1,267_745,0.510562315501476,1658,43,1615
1,268_746,0.4990826481211097,2454,88,2366
1,269_747,0.5059077432856646,3022,94,2928
1,27_38,0.4722222222222222,19,10,9
1,27_39,0.3910256410256411,19,6,13
1,270_748,0.4951066060817896,2889,28,2861
1,271_749,0.510343618513324,294,46,248
1,272_750,0.4868238557558946,740,19,721
1,273_751,0.48509933774834435,311,9,302
1,274_752,0.49633577614923385,3024,22,3002
1,275_753,0.4859154929577465,219,6,213
1,275_754,0.4961214165261383,2988,23,2965
1,276_755,0.49603489294210945,2542,20,2522
1,277_756,0.4994671403197158,2818,3,2815
1,278_757,0.49671052631578944,2550,80,2470
1,279_758,0.4969551979121357,2313,14,2299
1,280_759,0.4948392219134577,2545,26,2519
1,281_760,0.4956140350877193,345,3,342
1,283_762,0.49462564862861375,303,19,284
1,37_74,0.25,3,1,2
1,46_120,0.25,3,2,1
1,5_5,0.4375,9,1,8
1,6_7,0.4,6,1,5
1,7_11,1.0,3,1,2
1,70_211,0.4166666666666667,7,1,6
1,71_212,0.25,3,1,2
1,71_213,0.25,3,2,1
1,8_12,1.0,3,1,2
1,8_13,0.25,3,1,2
1,82_242,0.33333333333333337,8,2,6
1,83_245,1.0,3,1,2
1,85_247,0.5,4,2,2
1,88_252,0.45,11,1,10
1,88_254,0.4166666666666667,7,1,6
1,89_255,0.4,6,1,5
1,90_256,0.46,27,2,25
1,91_257,0.25,3,2,1
1,92_258,0.25,3,2,1
1,93_259,0.6117647058823529,22,5,17
2,10_20,0.46875,17,1,16
2,100_277,0.4444444444444444,10,1,9
2,100_278,0.33333333333333337,12,3,9
2,105_355,0.46153846153846156,14,1,13
2,105_361,0.46153846153846156,14,1,13
2,105_352,0.46153846153846156,14,1,13
2,105_375,0.46153846153846156,14,1,13
2,104_325,1.0,9,1,8
2,104_299,0.4375,9,1,8
2,104_323,0.6785714285714286,9,2,7
2,105_339,0.4166666666666667,14,2,12
2,105_341,1.0,14,1,13
2,105_362,0.46153846153846156,14,1,13
2,105_382,0.46153846153846156,14,1,13
2,105_385,0.4444444444444444,10,1,9
2,105_391,0.4444444444444444,10,1,9
2,108_394,0.45,11,1,10
2,109_395,0.3125,11,3,8
2,110_397,0.47435897435897434,41,2,39
2,110_398,0.4605263157894737,41,3,38
2,110_399,0.4878048780487805,42,1,41
2,110_400,0.4875,41,1,40
2,110_401,0.4305555555555556,41,5,36
2,111_402,0.4791666666666667,25,1,24
2,113_407,0.45,11,1,10
2,116_411,0.467741935483871,33,2,31
2,116_412,0.734375,34,2,32
2,116_413,0.4642857142857143,15,1,14
2,116_414,0.4642857142857143,15,1,14
2,116_415,0.45454545454545453,12,1,11
2,116_416,0.40909090909090906,13,2,11
2,116_420,0.475,21,1,20
2,116_421,0.475,21,1,20
2,116_424,0.4722222222222222,19,1,18
2,116_426,0.43333333333333335,34,4,30
2,116_427,0.43103448275862066,33,4,29
2,117_429,0.45,22,2,20
2,117_430,0.47619047619047616,22,1,21
2,118_434,0.35714285714285715,9,2,7
2,12_23,0.4285714285714286,16,2,14
2,13_24,0.4285714285714286,16,2,14
2,134_477,0.4583333333333333,13,1,12
2,14_25,0.7142857142857143,16,2,14
2,143_495,0.6041666666666666,19,3,16
2,154_511,0.6944444444444444,11,2,9
2,16_27,0.4666666666666667,16,1,15
2,167_539,0.45454545454545453,12,1,11
2,167_538,0.45454545454545453,12,1,11
2,168_542,0.6041666666666666,19,3,16
2,168_543,0.40625,19,3,16
2,169_544,0.4375,18,2,16
2,169_545,1.0,18,1,17
2,169_549,0.6785714285714286,18,4,14
2,170_550,0.4642857142857143,15,1,14
2,170_551,0.4642857142857143,15,1,14
2,174_555,0.4791666666666667,25,1,24
2,177_585,0.4981481481481482,271,1,270
2,178_684,0.4697802197802198,193,11,182
2,179_659,0.4959839357429719,251,2,249
2,18_29,0.4285714285714286,16,2,14
2,180_686,0.4753521126760563,149,7,142
2,183_604,0.47586206896551725,152,7,145
2,184_606,0.4839572192513369,193,17,176
2,185_665,0.49583333333333335,121,1,120
2,185_666,0.4872881355932203,121,3,118
2,186_668,0.5874213836477987,164,5,159
2,187_618,0.48091603053435117,136,5,131
2,187_619,0.4736842105263158,40,2,38
2,19_30,0.4583333333333333,13,1,12
2,190_628,0.48195876288659795,201,7,194
2,190_629,0.4872448979591837,201,5,196
2,190_674,0.4921052631578947,193,3,190
2,191_630,0.5783828382838284,511,6,505
2,191_631,0.4930555555555556,511,7,504
2,191_675,0.49333333333333335,152,2,150
2,192_635,0.4444444444444444,20,2,18
2,193_723,0.465625,171,11,160
2,194_639,0.48289473684210527,393,13,380
2,194_678,0.4876237623762376,207,5,202
2,195_642,0.4862921348314607,381,25,356
2,196_644,0.498330550918197,601,2,599
2,197_645,0.513888888888889,84,12,72
2,197_646,0.46835443037974683,84,5,79
2,197_647,0.4807692307692308,27,1,26
2,197_648,0.4807692307692308,27,1,26
2,197_649,0.5227272727272727,231,33,198
2,197_650,0.4602803738317757,231,17,214
2,197_651,0.4889380530973451,231,5,226
2,198_682,0.4563380281690141,386,31,355
2,199_657,0.48586118251928023,400,11,389
2,200_658,0.375,10,4,6
2,201_660,0.4765625,67,3,64
2,202_661,0.49437148217636023,539,6,533
2,203_662,0.4948586118251928,393,4,389
2,204_663,0.4987146529562982,390,1,389
2,205_664,0.4627594627594627,500,45,455
2,206_670,0.4921052631578947,386,6,380
