Fold,assay_id,AUC,Test_Set_Length,Num_Actives,Num_Inactives
2,206_671,0.49076517150395776,386,7,379
2,207_672,0.49,306,6,300
2,208_673,0.4961734693877551,395,3,392
2,209_676,0.4966887417218543,456,3,453
2,210_677,0.4790969899665552,623,25,598
2,212_680,0.49625935162094764,404,3,401
2,213_681,0.4810896588204179,218,19,199
2,214_683,0.49222797927461137,392,6,386
2,215_685,0.515688445921004,328,27,301
2,216_687,0.49264705882352944,414,6,408
2,217_688,0.5265669515669515,391,40,351
2,217_689,0.4993351063829788,251,16,235
2,219_691,0.48743718592964824,408,10,398
2,220_692,0.4984597268016957,2173,50,2123
2,221_693,0.4942547243654255,3056,75,2981
2,223_695,0.49019607843137253,416,8,408
2,224_696,0.4990252411245639,465,22,443
2,225_697,0.49619289340101524,397,3,394
2,227_699,0.4933184855233853,455,6,449
2,228_700,0.5020983213429256,151,12,139
2,229_701,0.5041378374711708,645,78,567
2,230_702,0.48663101604278075,384,10,374
2,231_703,0.5183544195001203,1779,68,1711
2,232_704,0.4910648826979472,383,31,352
2,232_705,0.4838274932614555,383,12,371
2,233_706,0.49545613421880463,2887,26,2861
2,234_707,0.49651027408036746,3077,107,2970
2,235_708,0.4965056235749459,2041,108,1933
2,236_709,0.46952411994784876,465,52,413
2,237_710,0.48337028824833705,466,15,451
2,237_711,0.49691358024691357,163,1,162
2,238_712,0.4976428571428571,2705,80,2625
2,239_713,0.4949389179755672,2894,29,2865
2,24_35,0.40909090909090906,13,2,11
2,240_714,0.502074991658325,2703,111,2592
2,241_715,0.5048792584709577,2927,108,2819
2,242_716,0.5003173667626324,2939,93,2846
2,243_717,0.5057989690721649,2950,40,2910
2,244_718,0.4973997028231798,2706,14,2692
2,245_719,0.4777777777777778,376,36,340
2,246_720,0.4963878326996198,2649,19,2630
2,247_721,0.49216607912260085,2593,40,2553
2,248_722,0.491095801377876,2610,98,2512
2,249_724,0.5045808966861599,2691,126,2565
2,25_36,0.40909090909090906,13,2,11
2,250_725,0.4982300884955752,567,2,565
2,250_726,0.49193548387096775,567,9,558
2,251_727,0.4971220260936301,2621,15,2606
2,253_729,0.49429657794676807,266,3,263
2,254_730,0.49203187250996017,255,4,251
2,257_735,0.4909586326480059,411,44,367
2,258_736,0.594949494949495,401,5,396
2,259_737,0.4965588437715072,1463,10,1453
2,260_738,0.49512770273784956,2452,98,2354
2,261_739,0.5375422213391614,789,70,719
2,262_740,0.49170616113744076,429,7,422
2,263_741,0.506084466714388,414,33,381
2,264_742,0.4983004758667573,2952,10,2942
2,265_743,0.5134887785136131,2596,180,2416
2,266_744,0.5052847731821214,1531,32,1499
2,267_745,0.4908368967623702,1667,30,1637
2,268_746,0.4822934232715008,2456,84,2372
2,269_747,0.4951562254671063,3005,110,2895
2,27_38,0.5,20,10,10
2,27_39,0.375,20,8,12
2,270_748,0.4963235294117647,2877,21,2856
2,271_749,0.4530522857924993,333,52,281
2,272_750,0.48973880597014924,547,11,536
2,273_751,0.5217948717948717,373,13,360
2,274_752,0.4965034965034965,3024,21,3003
2,275_753,0.4885057471264368,267,6,261
2,275_754,0.4968067226890756,2994,19,2975
2,276_755,0.4932216905901116,2542,34,2508
2,277_756,0.49892357373519913,2793,6,2787
2,278_757,0.5069051944556587,2549,72,2477
2,279_758,0.4970136518771331,2358,14,2344
2,280_759,0.5305610561056106,2540,15,2525
2,281_760,0.49355670103092786,393,5,388
2,283_762,0.4802649006622517,327,25,302
2,3_3,0.4583333333333333,13,1,12
2,37_70,0.375,10,2,8
2,40_95,0.4444444444444444,10,1,9
2,40_96,1.0,10,1,9
2,44_106,0.45,11,1,10
2,46_120,0.45,11,1,10
2,53_178,0.45,11,1,10
2,54_179,0.4444444444444444,10,1,9
2,54_182,0.6666666666666666,8,2,6
2,70_211,0.47058823529411764,18,1,17
2,71_212,0.45,11,1,10
2,71_213,0.45,11,1,10
2,80_239,0.45454545454545453,12,1,11
2,82_242,0.45,22,2,20
2,82_243,0.4285714285714286,8,1,7
2,83_244,0.4772727272727273,23,1,22
2,85_247,0.2777777777777778,13,4,9
2,85_248,0.7083333333333334,14,2,12
2,86_249,0.3888888888888889,11,2,9
2,86_250,0.6944444444444444,11,2,9
2,88_254,0.4,18,3,15
2,89_255,0.4666666666666667,16,1,15
2,9_18,0.33333333333333337,4,1,3
2,90_256,0.4864864864864865,38,1,37
2,92_258,0.6875,10,2,8
2,93_259,0.6085858585858586,31,9,22
3,100_277,0.41666666666666663,7,3,4
3,100_278,0.41666666666666663,7,4,3
3,104_291,0.6500000000000001,7,2,5
3,105_355,1.0,7,1,6
3,105_369,0.4166666666666667,7,1,6
3,105_378,0.6500000000000001,7,2,5
3,105_352,0.6500000000000001,7,2,5
3,104_289,0.6500000000000001,7,2,5
3,105_375,0.4166666666666667,7,1,6
3,104_325,0.33333333333333337,4,1,3
3,104_297,0.33333333333333337,4,1,3
3,104_299,0.5,4,2,2
3,104_300,0.25,3,1,2
3,104_323,1.0,4,2,2
3,105_339,0.3,7,2,5
3,105_341,0.6500000000000001,7,2,5
3,105_360,0.6500000000000001,7,2,5
3,105_362,0.6500000000000001,7,2,5
3,105_374,0.6500000000000001,7,2,5
3,105_382,0.3,7,2,5
3,108_394,0.4,6,1,5
3,109_395,0.4,6,1,5
3,11_22,0.33333333333333337,4,1,3
3,110_399,0.4565217391304348,25,2,23
3,110_401,0.425,23,3,20
3,111_402,0.4666666666666666,16,6,10
3,112_406,0.25,3,1,2
3,114_408,0.25,3,1,2
3,115_409,0.4166666666666667,7,1,6
3,116_411,0.4722222222222222,19,1,18
3,116_412,0.4375,18,2,16
3,116_426,1.0,18,1,17
3,116_427,0.40625,19,3,16
3,117_429,0.4285714285714286,8,1,7
3,117_430,0.4166666666666667,7,1,6
3,118_432,0.6,18,3,15
3,118_434,0.3333333333333333,4,3,1
3,12_23,0.7083333333333334,7,3,4
3,13_24,0.41666666666666663,7,3,4
3,133_474,0.375,5,1,4
3,134_477,0.375,5,1,4
3,14_25,0.41666666666666663,7,3,4
3,143_495,0.4444444444444444,10,1,9
3,15_26,0.7083333333333334,7,3,4
3,16_27,0.7083333333333334,7,4,3
3,160_519,0.48214285714285715,29,1,28
3,169_544,1.0,10,1,9
3,169_545,0.4444444444444444,10,1,9
3,169_549,0.39999999999999997,10,5,5
3,174_555,0.4375,9,1,8
3,177_585,0.49074074074074076,440,8,432
3,178_591,0.4444444444444444,10,1,9
3,178_684,0.5381578947368421,243,15,228
3,179_659,0.4976798143851508,433,2,431
3,180_686,0.44036697247706424,122,13,109
3,181_599,0.375,5,1,4
3,183_604,0.4863398203592814,183,16,167
3,184_606,0.5178571428571428,243,12,231
3,185_665,0.4785714285714286,292,12,280
3,185_666,0.5003208556149733,292,17,275
3,186_668,0.4898785425101215,252,5,247
3,187_618,0.4968454258675079,319,2,317
3,187_619,0.4772727272727273,23,1,22
3,19_30,0.5833333333333333,5,3,2
3,190_628,0.489159891598916,377,8,369
3,190_629,0.4905149051490515,376,7,369
3,190_674,0.4863013698630137,375,10,365
3,191_630,0.49529042386185246,643,6,637
3,191_631,0.4984399375975039,643,2,641
3,191_675,0.49666666666666665,302,2,300
3,192_635,0.4444444444444444,10,1,9
3,193_723,0.47478991596638653,250,12,238
3,194_639,0.47844827586206895,363,15,348
3,194_678,0.49722222222222223,362,2,360
3,195_642,0.5081300813008129,352,24,328
3,196_644,0.4978902953586498,714,3,711
3,197_645,0.5231581214993536,233,22,211
3,197_646,0.5581542351453855,233,7,226
3,197_647,0.4666666666666667,16,1,15
3,197_649,0.47741694662187384,560,47,513
3,197_650,0.478584729981378,560,23,537
3,197_651,0.49640287769784175,560,4,556
3,198_682,0.5108695652173914,345,23,322
3,199_657,0.6013618074899412,368,9,359
3,201_660,0.4824561403508772,59,2,57
3,202_661,0.4917184265010352,491,8,483
3,204_663,0.49145299145299143,357,6,351
3,205_664,0.5305580558055805,549,44,505
3,206_670,0.4943181818181818,356,4,352
3,206_671,0.49142857142857144,356,6,350
3,207_672,0.48045254007775295,626,39,587
3,208_673,0.4930747922437673,366,5,361
3,209_676,0.4991467576791809,587,1,586
3,210_677,0.4868565169769989,937,24,913
3,212_680,0.4973190348525469,375,2,373
3,213_681,0.5181199411331862,338,36,302
3,214_683,0.49299719887955185,362,5,357
3,215_685,0.5414221373003958,448,17,431
3,216_687,0.4932795698924731,377,5,372
3,217_688,0.49598100109609056,356,34,322
3,217_689,0.4857482185273159,433,12,421
3,219_691,0.49166666666666664,366,6,360
3,220_692,0.48609112709832136,2143,58,2085
3,221_693,0.4948772498872494,3080,73,3007
3,223_695,0.4893048128342246,382,8,374
3,224_696,0.5104241552839683,454,26,428
3,225_697,0.49584487534626037,364,3,361
3,227_699,0.4943946188340807,451,5,446
3,228_700,0.4794871794871795,203,8,195
3,229_701,0.4871723626933408,791,59,732
3,23_34,0.4166666666666667,7,1,6
3,230_702,0.48863636363636365,360,8,352
3,231_703,0.5020315178844031,1631,54,1577
3,232_704,0.4736276721452358,350,29,321
3,232_705,0.5053877406818583,350,17,333
3,233_706,0.4947294448348559,2876,30,2846
3,234_707,0.510600881266178,3096,119,2977
3,235_708,0.5284393387503502,2244,86,2158
3,236_709,0.5250814515223009,457,43,414
3,237_710,0.49223946784922396,458,7,451
3,237_711,0.4971751412429379,178,1,177
3,238_712,0.49534676185619586,2639,148,2491
3,239_713,0.49178532311062434,2784,45,2739
3,24_35,0.6500000000000001,7,2,5
3,240_714,0.5125233734862408,2641,98,2543
3,241_715,0.5081678287785159,2850,99,2751
3,242_716,0.5065952838819291,2857,38,2819
3,243_717,0.5088775531406486,2865,34,2831
3,244_718,0.5187226960682338,2644,22,2622
3,245_719,0.5295333405852279,346,29,317
3,246_720,0.5143858079904592,2606,26,2580
3,247_721,0.5087947412142882,2550,33,2517
3,248_722,0.5152756993208242,2552,70,2482
3,249_724,0.5065757030521125,2621,120,2501
3,25_36,0.3,7,2,5
3,250_725,0.5798465829846583,723,6,717
3,250_726,0.4886845827439887,723,16,707
3,251_727,0.4957578094870806,2615,22,2593
3,253_729,0.4744245524296675,411,20,391
3,254_730,0.49914529914529915,586,1,585
3,257_735,0.5075631468480858,378,41,337
3,258_736,0.49728260869565216,370,2,368
3,259_737,0.49688715953307394,1293,8,1285
3,260_738,0.49829293497455757,2416,134,2282
3,261_739,0.49034850533273244,993,42,951
3,262_740,0.49142156862745096,415,7,408
3,263_741,0.4887104283054004,382,24,358
3,264_742,0.49912739965095987,2870,5,2865
3,265_743,0.4913259262591277,2714,129,2585
3,266_744,0.4955359529537557,1348,43,1305
3,267_745,0.5143898111107611,1850,53,1797
3,268_746,0.48572628043660787,2450,68,2382
3,269_747,0.4970260534472648,3002,173,2829
3,27_38,0.5,12,6,6
3,27_39,0.625,12,4,8
3,270_748,0.49772965420887183,2876,13,2863
3,271_749,0.49155011655011654,349,52,297
3,272_750,0.5069140197152245,686,22,664
3,273_751,0.4925,406,6,400
3,274_752,0.4968291054739653,3015,19,2996
3,275_753,0.4891304347826087,282,6,276
3,275_754,0.49629255139871925,2989,22,2967
3,276_755,0.5068776709401709,2532,36,2496
3,277_756,0.49945770065075923,2769,3,2766
3,278_757,0.49856796116504853,2547,75,2472
3,279_758,0.5327367318892742,2197,14,2183
3,280_759,0.4936051159072742,2534,32,2502
3,281_760,0.4975186104218362,405,2,403
3,283_762,0.49921985815602843,307,25,282
3,37_69,0.33333333333333337,4,1,3
3,42_103,0.25,3,1,2
3,42_104,0.25,3,2,1
3,46_120,0.25,3,1,2
3,49_149,0.33333333333333337,4,1,3
3,5_5,1.0,7,1,6
3,71_212,0.25,3,1,2
3,71_213,0.25,3,2,1
3,78_237,1.0,3,1,2
3,8_12,1.0,4,1,3
3,82_243,0.0,2,1,1
3,85_247,0.5,4,2,2
3,85_248,0.33333333333333337,4,1,3
3,86_249,0.25,3,1,2
3,9_14,0.25,3,1,2
3,9_18,0.25,3,1,2
3,91_257,1.0,4,3,1
3,92_258,1.0,4,3,1
3,93_259,0.5681818181818182,19,8,11
4,10_19,0.47619047619047616,22,1,21
4,10_20,0.4230769230769231,15,2,13
4,100_277,0.3125,11,3,8
4,100_278,0.6071428571428571,11,4,7
4,104_291,0.5,9,3,6
4,105_355,0.6785714285714286,9,2,7
4,105_369,0.4375,9,1,8
4,105_361,0.6785714285714286,9,2,7
4,105_378,0.35714285714285715,9,2,7
4,105_352,0.25,9,3,6
4,104_289,0.5499999999999999,9,4,5
4,105_377,0.4375,9,1,8
4,105_375,0.6785714285714286,9,2,7
4,104_325,0.4666666666666666,8,3,5
4,104_297,0.33333333333333337,8,2,6
4,104_295,1.0,8,1,7
4,104_299,0.2,8,3,5
4,104_300,0.0,2,1,1
4,104_319,0.4285714285714286,8,1,7
4,104_323,0.4666666666666666,8,3,5
4,104_334,0.4285714285714286,8,1,7
4,105_339,0.7750000000000001,9,4,5
4,105_341,0.325,9,4,5
4,105_360,0.25,9,3,6
4,105_362,0.35714285714285715,9,2,7
4,105_374,0.5,9,3,6
4,105_382,0.75,9,3,6
4,105_385,0.4285714285714286,8,1,7
4,105_391,0.4285714285714286,8,1,7
4,106_392,0.4230769230769231,15,2,13
4,11_22,0.375,5,1,4
4,110_396,1.0,5,1,4
4,110_397,0.5714285714285714,32,4,28
4,110_398,0.6333333333333333,33,3,30
4,110_399,0.4482758620689655,32,3,29
4,110_400,0.7321428571428571,30,2,28
4,110_401,0.5714285714285714,32,4,28
4,111_402,0.4722222222222222,19,1,18
4,112_406,0.375,5,1,4
4,113_407,1.0,5,1,4
4,116_411,0.5,25,5,20
4,116_412,0.45454545454545453,24,2,22
4,116_413,0.375,10,2,8
4,116_415,0.33333333333333337,4,1,3
4,116_420,0.47058823529411764,18,1,17
4,116_421,0.6,18,3,15
4,116_424,1.0,17,1,16
4,116_425,0.4736842105263158,20,1,19
4,116_426,0.6190476190476191,24,3,21
4,116_427,0.5614035087719298,25,6,19
4,117_429,0.7333333333333334,20,5,15
4,117_430,0.4736842105263158,20,1,19
4,118_432,0.4285714285714286,16,2,14
4,118_434,0.6666666666666666,8,2,6
4,12_23,0.5333333333333333,14,5,9
4,13_24,0.5333333333333333,14,5,9
4,135_479,0.4166666666666667,7,1,6
4,14_25,0.6888888888888889,14,5,9
4,143_495,0.45714285714285713,19,5,14
4,145_497,0.625,6,2,4
4,15_26,0.4166666666666667,14,2,12
4,153_510,0.45,11,1,10
4,154_511,0.3888888888888889,11,2,9
4,16_27,0.7878787878787877,14,3,11
4,167_539,0.375,10,2,8
4,167_538,0.375,10,2,8
4,168_542,0.3846153846153846,16,3,13
4,168_543,0.3846153846153846,16,3,13
4,169_544,0.3846153846153846,16,3,13
4,169_545,0.4285714285714286,16,2,14
4,169_548,0.4285714285714286,16,2,14
4,169_549,0.619047619047619,16,9,7
4,170_550,0.45,11,1,10
4,178_591,0.4666666666666667,16,1,15
4,178_684,0.5631313131313131,173,11,162
4,179_659,0.49828178694158076,292,1,291
4,18_29,0.6888888888888889,14,5,9
4,180_686,0.6406417112299466,96,11,85
4,183_604,0.5250212044105175,140,9,131
4,184_606,0.5841346153846154,173,13,160
4,185_665,0.4875,164,4,160
4,185_666,0.4810126582278481,164,6,158
4,186_668,0.5541871921182266,181,7,174
4,186_669,0.49441340782122906,181,2,179
4,187_618,0.49330357142857145,227,3,224
4,187_619,0.4583333333333333,26,2,24
4,19_30,0.375,10,2,8
4,190_628,0.5971668880035415,260,9,251
4,190_629,0.49019607843137253,260,5,255
4,190_674,0.492,254,4,250
4,191_630,0.4909090909090909,504,9,495
4,191_631,0.49193548387096775,504,8,496
4,192_635,0.4666666666666667,16,1,15
4,193_723,0.49044585987261147,160,3,157
4,194_639,0.5370317002881845,357,10,347
4,194_678,0.49324324324324326,225,3,222
4,195_642,0.4606075216972034,339,34,305
4,196_644,0.4974315068493151,587,3,584
4,197_645,0.4685185185185185,123,15,108
4,197_646,0.583050847457627,123,5,118
4,197_647,0.34615384615384615,17,4,13
4,197_648,0.7166666666666667,17,2,15
4,197_649,0.5290294150049576,342,29,313
4,197_650,0.4880239520958084,342,8,334
4,197_651,0.49557522123893805,342,3,339
4,198_682,0.49255952380952384,341,21,320
4,199_657,0.48405797101449277,356,11,345
4,201_660,0.45121951219512196,45,4,41
4,202_661,0.4863636363636364,452,12,440
4,204_663,0.49570200573065903,352,3,349
4,205_664,0.48101851851851846,472,40,432
4,206_670,0.48660714285714285,345,9,336
4,206_671,0.48042168674698793,345,13,332
4,207_672,0.5398841354723708,413,17,396
4,208_673,0.4885386819484241,357,8,349
4,209_676,0.497737556561086,444,2,442
4,21_32,0.4166666666666667,7,1,6
4,210_677,0.533625730994152,696,12,684
4,212_680,0.49859550561797755,357,1,356
4,213_681,0.5057688273547305,248,21,227
4,214_683,0.4896449704142012,345,7,338
4,215_685,0.46845425867507884,337,20,317
4,217_688,0.511204481792717,349,34,315
4,217_689,0.4748201438848921,292,14,278
4,219_691,0.4898255813953488,351,7,344
4,220_692,0.5070678319785563,2214,53,2161
4,221_693,0.48987769179491636,3061,93,2968
4,223_695,0.49166666666666664,366,6,360
4,224_696,0.516301703163017,426,15,411
4,225_697,0.49855907780979825,348,1,347
4,227_699,0.4951807228915663,419,4,415
4,228_700,0.4618320610687023,141,10,131
4,229_701,0.48347892676839305,639,61,578
4,23_34,0.4166666666666667,7,1,6
4,230_702,0.49127906976744184,350,6,344
4,231_703,0.4898817029964571,1699,61,1638
4,232_704,0.5244588744588745,338,30,308
4,232_705,0.4783950617283951,338,14,324
4,233_706,0.5013396960056558,2879,50,2829
4,234_707,0.49606113443751815,3072,91,2981
4,235_708,0.4965211030399946,2114,87,2027
4,236_709,0.4806305102858669,432,38,394
4,237_710,0.49056603773584906,432,8,424
4,238_712,0.5002685395579426,2688,103,2585
4,239_713,0.49339757316202715,2839,37,2802
4,240_714,0.4967948208121908,2664,98,2566
4,241_715,0.48938641000156924,2871,140,2731
4,242_716,0.519486654070309,2889,53,2836
4,243_717,0.49527806925498424,2886,27,2859
4,244_718,0.49640015157256534,2658,19,2639
4,245_719,0.4766355140186916,336,15,321
4,246_720,0.4973056197074673,2612,14,2598
4,247_721,0.5153379953379953,2599,25,2574
4,248_722,0.521391443422631,2583,82,2501
4,249_724,0.4925704147261033,2640,135,2505
4,25_36,0.6500000000000001,7,2,5
4,250_725,0.49347014925373134,543,7,536
4,250_726,0.4906191369606004,543,10,533
4,251_727,0.5103841069420937,2642,31,2611
4,253_729,0.5012427506213754,301,17,284
4,254_730,0.5527506963788301,367,8,359
4,257_735,0.47579001019367995,363,36,327
4,258_736,0.49859550561797755,357,1,356
4,259_737,0.4972862957937585,1482,8,1474
4,26_37,0.4166666666666667,7,1,6
4,260_738,0.5077111796143954,2399,146,2253
4,261_739,0.5152977300142559,884,55,829
4,262_740,0.487146529562982,399,10,389
4,263_741,0.46647230320699706,366,23,343
4,264_742,0.4982614742698192,2886,10,2876
4,265_743,0.49695630148887937,2614,143,2471
4,266_744,0.48924008069939473,1519,32,1487
4,267_745,0.4816393442622951,1581,56,1525
4,268_746,0.5030475416497359,2446,92,2354
4,269_747,0.48775429390264397,3022,121,2901
4,27_38,0.2708333333333333,14,6,8
4,27_39,0.7083333333333334,14,2,12
4,270_748,0.4957939011566772,2877,24,2853
4,271_749,0.49694870526142176,305,47,258
4,272_750,0.49110320284697506,572,10,562
4,273_751,0.5535714285714285,400,8,392
4,274_752,0.4956652217405802,3025,26,2999
4,275_753,0.5394265232974911,257,9,248
4,275_754,0.5232926117780173,2996,19,2977
4,276_755,0.49517878666130977,2513,24,2489
4,277_756,0.49910618519842687,2802,5,2797
4,278_757,0.5170302334481439,2524,67,2457
4,279_758,0.49677864703175334,2187,14,2173
4,280_759,0.4943571140669085,2509,28,2481
4,281_760,0.4888268156424581,366,8,358
4,283_762,0.5341549295774649,294,10,284
4,40_95,0.6666666666666666,8,2,6
4,46_120,0.375,5,1,4
4,5_5,1.0,18,1,17
4,7_11,0.5833333333333334,5,2,3
4,70_211,0.4642857142857143,15,1,14
4,8_12,0.375,5,1,4
4,8_13,0.375,5,1,4
4,81_241,0.4722222222222222,19,1,18
4,82_242,0.4117647058823529,20,3,17
4,82_243,0.4285714285714286,8,1,7
4,83_245,0.375,5,1,4
4,84_246,0.375,5,1,4
4,85_247,0.44999999999999996,11,5,6
4,88_254,0.7083333333333334,14,2,12
4,89_255,0.6785714285714286,9,2,7
4,9_18,1.0,7,2,5
4,90_256,0.48214285714285715,29,1,28
4,91_257,1.0,5,1,4
4,92_258,0.375,5,1,4
4,93_259,0.5666666666666667,26,6,20
